model,rank,mean_cv_score,std_cv_score,alpha,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,learning_rate,subsample
RandomForest,128,0.2214109922383789,0.022572510097917695,,20,sqrt,6.0,18.0,560.0,,
RandomForest,129,0.22140255997689887,0.022232091702962725,,30,sqrt,6.0,18.0,510.0,,
RandomForest,130,0.22094764246710108,0.020981035683641285,,30,0.5,8.0,8.0,171.0,,
RandomForest,131,0.22061658787859786,0.020366332933904153,,30,log2,7.0,15.0,265.0,,
RandomForest,132,0.22037979113265385,0.021457631182998798,,30,0.5,9.0,11.0,541.0,,
RandomForest,133,0.220160082489457,0.021632142372833757,,20,0.5,9.0,5.0,443.0,,
RandomForest,134,0.2201097880836814,0.02008185868816078,,10,0.5,8.0,2.0,677.0,,
RandomForest,135,0.21959207024349636,0.022123440070785767,,25,0.5,9.0,9.0,774.0,,
RandomForest,136,0.21837326324413842,0.020379630598469554,,10,0.3,6.0,15.0,719.0,,
RandomForest,137,0.21766944656060577,0.021809364826977328,,30,0.3,8.0,11.0,497.0,,
RandomForest,138,0.21655197378302304,0.019141130844349142,,,sqrt,6.0,17.0,88.0,,
RandomForest,139,0.21628838061411546,0.018748801237724443,,15,log2,6.0,19.0,147.0,,
RandomForest,140,0.21537181588763826,0.019969567189447306,,10,0.3,7.0,7.0,753.0,,
RandomForest,141,0.21450032847974546,0.020073812332844023,,20,log2,7.0,10.0,77.0,,
RandomForest,142,0.21253860730774185,0.018605126865738623,,30,log2,8.0,9.0,418.0,,
RandomForest,143,0.21249929916520333,0.01900471374614416,,30,sqrt,8.0,7.0,457.0,,
RandomForest,144,0.21249674149147396,0.018939240869102827,,30,log2,8.0,2.0,522.0,,
RandomForest,145,0.21239440075195412,0.018582182350007116,,,log2,8.0,9.0,344.0,,
RandomForest,146,0.21215916344294988,0.019080492198883654,,20,sqrt,7.0,19.0,437.0,,
RandomForest,147,0.21215598913051914,0.018724649181623743,,,log2,8.0,14.0,349.0,,
RandomForest,148,0.21213316615443603,0.019328990045290585,,,sqrt,8.0,16.0,591.0,,
RandomForest,149,0.21194682646917498,0.01946138169353707,,25,sqrt,8.0,7.0,623.0,,
RandomForest,150,0.21187679581289381,0.019189749843725658,,30,sqrt,8.0,11.0,651.0,,
RandomForest,151,0.21177359763750606,0.01965270724356125,,20,sqrt,8.0,4.0,738.0,,
RandomForest,152,0.21123704986850447,0.018682548586289142,,15,sqrt,8.0,15.0,449.0,,
RandomForest,153,0.2101200833634791,0.017611352535114196,,10,0.7,9.0,3.0,59.0,,
RandomForest,154,0.20938794740973304,0.021359628476372648,,15,0.3,9.0,6.0,567.0,,
RandomForest,155,0.2092217251447784,0.02022826256575899,,25,0.3,9.0,18.0,673.0,,
RandomForest,156,0.2090084627510806,0.020574414595117302,,,0.3,9.0,8.0,767.0,,
RandomForest,157,0.20724634840470252,0.01976321698095201,,15,0.3,9.0,4.0,202.0,,
RandomForest,158,0.20675862876883885,0.015680290743200976,,10,0.5,9.0,19.0,96.0,,
RandomForest,159,0.20645485369062766,0.018223662235445515,,10,0.3,8.0,5.0,713.0,,
RandomForest,160,0.20596627333421597,0.014518158588734793,,30,sqrt,8.0,13.0,82.0,,
RandomForest,161,0.205193357609366,0.016688721217492403,,,0.3,9.0,18.0,111.0,,
RandomForest,162,0.2044399655258379,0.01997829309103855,,30,0.3,9.0,16.0,64.0,,
RandomForest,163,0.20160132253096288,0.018125418042601912,,10,0.3,9.0,6.0,274.0,,
RandomForest,164,0.20120422415918462,0.022651192787418898,,10,sqrt,7.0,6.0,77.0,,
RandomForest,165,0.20113030276173088,0.01631525060900348,,,sqrt,9.0,14.0,794.0,,
RandomForest,166,0.20081597642734922,0.015924124979514828,,20,log2,9.0,19.0,683.0,,
RandomForest,167,0.20013707485945678,0.01591801186960807,,,log2,9.0,4.0,560.0,,
RandomForest,168,0.19986769634247412,0.01777529089050253,,30,sqrt,9.0,18.0,274.0,,
RandomForest,169,0.19815527895817545,0.01684048379714902,,10,log2,8.0,16.0,423.0,,
RandomForest,170,0.19812124823979152,0.015593172690075015,,10,sqrt,8.0,5.0,471.0,,
RandomForest,171,0.1910754052348588,0.014814029082369356,,10,log2,9.0,11.0,784.0,,
RandomForest,172,0.19088123111885155,0.014447117080443661,,10,sqrt,9.0,4.0,708.0,,
RandomForest,173,0.152919549654689,0.011125965420851156,,5,0.7,5.0,7.0,388.0,,
RandomForest,174,0.1525431927339284,0.00949934058552741,,5,0.7,3.0,12.0,707.0,,
RandomForest,175,0.14930169635835272,0.010348733305552818,,5,0.7,2.0,14.0,124.0,,
RandomForest,176,0.14723360623151005,0.012091066647036753,,5,0.7,7.0,11.0,221.0,,
RandomForest,177,0.14536416122989493,0.009976888188321601,,5,0.7,8.0,3.0,645.0,,
RandomForest,178,0.145052709057635,0.0100207577068163,,5,0.5,2.0,6.0,90.0,,
RandomForest,179,0.14462909539640756,0.010744753859019353,,5,0.5,3.0,2.0,374.0,,
RandomForest,180,0.14390665710881068,0.010393235941183701,,5,0.7,9.0,18.0,524.0,,
