model,rank,mean_cv_score,std_cv_score,C,penalty,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,learning_rate,subsample
LogisticRegression,176,0.5981957073810108,0.019509293643980203,0.008260808399079604,l2,,,,,,,
LogisticRegression,179,0.5981936593757681,0.018908976765698682,0.018151456496577567,l2,,,,,,,
LogisticRegression,179,0.5981936593757681,0.018908976765698682,0.018602746573007426,l2,,,,,,,
LogisticRegression,179,0.5981936593757681,0.018908976765698682,0.018655987639968855,l2,,,,,,,
LogisticRegression,182,0.5981895633652823,0.02646411691866679,0.16949768237884735,l1,,,,,,,
LogisticRegression,183,0.5700335872859835,0.017115353197218828,0.011997897226934482,l1,,,,,,,
LogisticRegression,183,0.5700335872859835,0.017115353197218828,0.01322350388953718,l1,,,,,,,
LogisticRegression,183,0.5700335872859835,0.017115353197218828,0.01110089778294341,l1,,,,,,,
LogisticRegression,183,0.5700335872859835,0.017115353197218828,0.011081373371594254,l1,,,,,,,
LogisticRegression,187,0.5527811911198492,0.027535435898227437,0.009548041810464166,l1,,,,,,,
LogisticRegression,188,0.5361677725894978,0.026394775473657584,0.009467055845337144,l1,,,,,,,
LogisticRegression,189,0.5233882198738428,0.022775217973776594,0.008780829445364948,l1,,,,,,,
LogisticRegression,190,0.5054395019251249,0.0007926177180300956,0.0050654860639753555,l1,,,,,,,
LogisticRegression,190,0.5054395019251249,0.0007926177180300956,0.0010656401760606447,l1,,,,,,,
LogisticRegression,190,0.5054395019251249,0.0007926177180300956,0.006704010646472257,l1,,,,,,,
LogisticRegression,190,0.5054395019251249,0.0007926177180300956,0.0043181981126981985,l1,,,,,,,
LogisticRegression,194,0.5003112967969198,0.005488125212183159,0.0035502556123130774,l1,,,,,,,
LogisticRegression,194,0.5003112967969198,0.005488125212183159,0.003463037026119184,l1,,,,,,,
LogisticRegression,194,0.5003112967969198,0.005488125212183159,0.002999511852989261,l1,,,,,,,
LogisticRegression,194,0.5003112967969198,0.005488125212183159,0.001210428510799503,l1,,,,,,,
LogisticRegression,194,0.5003112967969198,0.005488125212183159,0.001512555673639756,l1,,,,,,,
LogisticRegression,194,0.5003112967969198,0.005488125212183159,0.0029401794589686376,l1,,,,,,,
LogisticRegression,194,0.5003112967969198,0.005488125212183159,0.001323060891154841,l1,,,,,,,
RandomForest,1,0.7383079380683215,0.014231132052528373,,,30,0.3,1.0,6.0,367.0,,
RandomForest,2,0.7370258867862702,0.017604856056558593,,,,sqrt,1.0,4.0,705.0,,
RandomForest,3,0.735741787498976,0.018151948437195725,,,10,0.3,1.0,4.0,662.0,,
RandomForest,4,0.7344597362169247,0.019326123418008396,,,15,sqrt,3.0,6.0,696.0,,
RandomForest,5,0.7338350946178422,0.0111971127639367,,,25,sqrt,1.0,2.0,166.0,,
RandomForest,6,0.7338248545916277,0.019103888631272534,,,30,0.3,1.0,6.0,267.0,,
RandomForest,7,0.7325428033095764,0.02364741596424849,,,30,sqrt,4.0,5.0,119.0,,
RandomForest,8,0.7325387072990907,0.019099837220180382,,,20,sqrt,4.0,6.0,253.0,,
RandomForest,9,0.7319222577209799,0.015375590281937478,,,20,sqrt,5.0,2.0,107.0,,
RandomForest,10,0.7319120176947653,0.015811471383950247,,,,log2,2.0,6.0,785.0,,
RandomForest,11,0.7312709920537397,0.019697181656507082,,,30,log2,5.0,9.0,153.0,,
RandomForest,12,0.7306402064389286,0.00908105847482512,,,20,0.3,1.0,2.0,305.0,,
RandomForest,13,0.7306258704022283,0.02042860232677032,,,25,log2,3.0,10.0,245.0,,
RandomForest,14,0.7299868927664456,0.016072946344260094,,,25,0.3,1.0,5.0,306.0,,
RandomForest,15,0.7299787007454739,0.019116118018006074,,,,0.5,4.0,13.0,739.0,,
RandomForest,16,0.7293561071516343,0.008805736674116682,,,30,0.3,3.0,3.0,731.0,,
